container_id,container_type,material,weight_kg,age_months,usage_count,damage_level,structural_condition,cleanliness_score,contamination,repair_required,repair_cost,refurbishment_cost,resale_value,recycling_value,disposal_cost,carbon_repair,carbon_refurbish,carbon_resell,carbon_recycle,carbon_dispose,recyclable,safety_risk,location,sensor_available,network_available,inspection_completeness,final_disposition
CON-102409,Pallet,Wood,20.17,39,62,High,Moderate Damage,85.48,None,True,21.84,15.88,22.26,0.0,10.04,3.92,5.84,0.4,3.23,9.68,False,Medium,Terminal E,True,True,1.0,Resell
CON-102410,Crate,Metal,29.61,4,6,None,Safe,69.3,None,False,0.0,17.21,83.37,13.33,12.4,6.55,8.2,0.59,65.14,195.43,True,Low,Facility D,True,True,1.0,Resell
CON-102411,Crate,Metal,27.39,37,86,Low,Minor Damage,76.87,None,False,3.8,24.07,35.52,13.47,11.85,6.29,7.65,0.55,60.26,180.78,True,Low,Facility D,True,True,1.0,Resell
CON-102412,Crate,Metal,28.3,40,113,Medium,Moderate Damage,60.83,None,True,14.58,29.18,31.36,13.22,12.08,3.9,7.88,0.57,62.26,186.79,True,Medium,Depot C,True,True,1.0,Resell
CON-102413,Pallet,Wood,21.94,40,28,Low,Minor Damage,91.51,None,False,2.66,11.57,26.73,0.0,10.48,5.63,6.28,0.44,3.51,10.53,False,Low,Depot C,True,True,0.66,Manual_Review
CON-102414,Crate,Plastic,5.06,15,51,Low,Minor Damage,82.92,None,False,4.37,19.66,62.91,0.91,6.26,3.61,2.06,0.1,5.26,15.78,True,Low,Depot C,True,True,1.0,Resell
CON-102415,Pallet,Wood,17.9,9,15,Medium,Moderate Damage,71.7,None,True,9.86,13.24,46.52,0.0,9.47,2.65,5.27,0.36,2.86,8.59,False,Medium,Warehouse A,True,True,1.0,Resell
CON-102416,Box,Cardboard,1.51,29,19,Low,Safe,85.6,None,False,0.8,6.31,10.81,0.13,5.38,3.18,1.18,0.03,0.6,1.81,True,Low,Depot C,True,True,1.0,Resell
CON-102417,Crate,Metal,29.08,49,150,Medium,Minor Damage,67.89,None,True,18.18,31.82,16.15,13.68,12.27,3.99,8.07,0.58,63.97,191.91,True,Medium,Warehouse A,True,False,1.0,Resell
CON-102418,Pallet,Wood,22.53,47,131,Medium,Moderate Damage,53.6,None,True,8.94,27.56,12.13,0.0,10.63,3.2,6.43,0.45,3.61,10.82,False,Medium,Terminal E,True,False,1.0,Resell
CON-102419,Drum,Plastic,6.11,24,63,None,Safe,59.87,None,False,0.0,30.32,70.43,1.22,6.53,3.73,2.33,0.12,6.36,19.07,True,Low,Depot C,True,True,0.53,Manual_Review
CON-102420,Box,Cardboard,1.51,28,19,High,Unsafe,80.21,Chemical,True,7.11,7.12,0.0,0.11,13.44,1.68,1.18,0.03,0.6,1.81,True,High,Warehouse A,True,False,1.0,Recycle
CON-102421,Drum,Metal,26.52,9,30,None,Safe,88.37,None,False,0.0,22.74,98.15,13.25,11.63,6.18,7.43,0.53,58.33,175.0,True,Low,Hub B,True,True,1.0,Resell
CON-102422,Drum,Plastic,4.96,3,8,None,Safe,73.1,None,False,0.0,22.84,103.08,0.9,6.24,3.6,2.04,0.1,5.16,15.47,True,Low,Depot C,True,True,1.0,Resell
CON-102423,Crate,Metal,29.46,20,17,High,Unsafe,73.8,None,True,38.66,17.63,0.0,13.63,12.37,5.04,8.17,0.59,64.82,194.45,True,High,Hub B,True,True,1.0,Recycle
CON-102424,Drum,Metal,31.88,32,52,High,Moderate Damage,68.28,None,True,56.16,27.96,73.28,16.77,12.97,5.33,8.77,0.64,70.14,210.43,True,Medium,Terminal E,False,False,1.0,Resell
CON-102425,Drum,Plastic,5.94,29,94,Critical,Unsafe,74.67,None,True,108.38,31.2,0.0,1.1,6.49,3.71,2.29,0.12,6.18,18.54,True,High,Hub B,True,False,1.0,Recycle
CON-102426,Pallet,Plastic,6.34,52,51,High,Unsafe,74.6,None,True,20.47,16.41,0.0,1.17,6.59,2.26,2.39,0.13,6.6,19.79,True,High,Depot C,True,True,1.0,Recycle
CON-102427,Drum,Metal,31.74,51,95,Medium,Minor Damage,72.58,None,True,27.83,31.61,36.28,14.38,12.94,4.31,8.74,0.63,69.83,209.5,True,Medium,Terminal E,False,True,1.0,Resell
CON-102428,Box,Plastic,6.9,52,75,None,Safe,66.41,Chemical,False,0.0,14.79,5.35,1.27,16.81,3.83,2.53,0.14,7.18,21.54,True,Medium,Terminal E,True,True,1.0,Resell
CON-102429,Box,Plastic,6.96,53,75,High,Moderate Damage,61.98,Organic,True,6.61,15.45,4.88,1.44,6.74,2.34,2.54,0.14,7.24,21.72,True,Medium,Depot C,True,True,1.0,Resell
CON-102430,Crate,Plastic,6.95,1,0,Low,Safe,77.83,None,False,3.32,15.32,86.54,1.35,6.74,3.83,2.54,0.14,7.23,21.69,True,Low,Facility D,True,True,1.0,Resell
CON-102431,Crate,Metal,31.79,47,70,None,Safe,65.79,None,False,0.0,24.13,29.75,17.28,12.95,6.81,8.75,0.64,69.93,209.79,True,Low,Warehouse A,False,False,1.0,Resell
CON-102432,Drum,Plastic,6.48,33,103,Medium,Minor Damage,60.07,None,True,20.5,34.29,60.11,1.42,6.62,1.28,2.42,0.13,6.74,20.21,True,Medium,Warehouse A,True,True,1.0,Resell
CON-102433,Box,Plastic,4.85,49,115,Medium,Moderate Damage,54.21,None,True,2.55,20.62,3.84,0.91,6.21,1.08,2.01,0.1,5.05,15.14,True,Medium,Facility D,True,True,1.0,Resell
CON-102434,Box,Plastic,5.03,57,32,Low,Minor Damage,77.04,None,False,0.62,8.89,5.39,0.99,6.26,3.6,2.06,0.1,5.23,15.69,True,Low,Depot C,True,True,1.0,Resell
CON-102435,Drum,Metal,32.35,37,79,Low,Minor Damage,81.74,None,False,7.15,28.64,60.1,16.18,13.09,6.88,8.89,0.65,71.17,213.5,True,Low,Facility D,True,True,1.0,Resell
CON-102436,Box,Plastic,6.38,15,42,None,Safe,77.69,None,False,0.0,9.8,10.65,1.36,6.6,3.77,2.4,0.13,6.64,19.92,True,Low,Facility D,False,True,1.0,Resell
CON-102437,Box,Cardboard,1.58,4,5,None,Safe,83.6,None,False,0.0,5.21,13.11,0.13,5.4,3.19,1.2,0.03,0.63,1.9,True,Low,Terminal E,True,True,1.0,Resell
CON-102438,Crate,Plastic,4.85,55,114,High,Moderate Damage,49.33,None,True,29.65,31.0,18.4,0.97,6.21,2.08,2.01,0.1,5.05,15.14,True,Medium,Depot C,True,True,1.0,Resell
CON-102439,Crate,Metal,28.55,24,18,None,Safe,91.42,None,False,0.0,15.09,56.38,13.08,12.14,6.43,7.94,0.57,62.8,188.41,True,Low,Facility D,True,True,1.0,Resell
CON-102440,Drum,Plastic,5.27,54,52,Low,Minor Damage,65.42,None,False,4.87,28.39,42.46,1.12,6.32,3.63,2.12,0.11,5.49,16.46,True,Low,Depot C,True,True,1.0,Resell
CON-102441,Pallet,Wood,16.99,53,80,High,Moderate Damage,64.89,None,True,25.52,20.77,14.3,0.0,9.25,3.54,5.05,0.34,2.72,8.15,False,Medium,Warehouse A,True,True,1.0,Resell
CON-102442,Pallet,Plastic,6.36,14,9,None,Safe,87.39,Organic,False,0.0,10.29,38.97,1.16,6.59,3.76,2.39,0.13,6.61,19.84,True,Low,Depot C,True,True,1.0,Resell
CON-102443,Drum,Metal,32.98,24,70,Low,Minor Damage,65.91,None,False,5.82,30.11,71.66,15.25,13.24,6.96,9.04,0.66,72.55,217.66,True,Low,Facility D,True,True,1.0,Resell
CON-102444,Tote,Plastic,5.45,10,17,None,Safe,80.58,None,False,0.0,10.61,37.07,1.05,6.36,3.65,2.16,0.11,5.67,17.0,True,Low,Hub B,False,True,1.0,Resell
CON-102445,Tote,Plastic,6.53,40,64,Low,Safe,79.11,None,False,2.25,15.53,19.3,1.35,6.63,3.78,2.43,0.13,6.79,20.37,True,Low,Warehouse A,True,True,1.0,Resell
CON-102446,Crate,Metal,26.76,23,46,Low,Safe,62.33,None,False,4.21,22.25,56.81,14.39,11.69,6.21,7.49,0.54,58.87,176.62,True,Low,Hub B,True,True,0.82,Resell
CON-102447,Drum,Metal,31.03,57,180,Medium,Moderate Damage,39.75,None,True,26.77,45.04,11.67,16.52,12.76,4.22,8.56,0.62,68.27,204.8,True,Medium,Hub B,True,True,1.0,Resell
CON-102448,Drum,Plastic,5.96,19,53,None,Safe,72.44,None,False,0.0,27.43,80.5,1.21,6.49,3.71,2.29,0.12,6.2,18.59,True,Low,Warehouse A,True,True,1.0,Resell
CON-102449,Drum,Metal,28.64,35,109,Low,Safe,66.49,Organic,False,5.1,33.93,52.32,15.01,12.16,6.44,7.96,0.57,63.0,189.01,True,Low,Facility D,True,True,1.0,Resell
CON-102450,Tote,Plastic,6.68,53,185,None,Safe,35.9,None,False,0.0,34.11,4.29,1.38,6.67,3.8,2.47,0.13,6.95,20.86,True,Low,Facility D,True,False,1.0,Resell
CON-102451,Crate,Wood,19.74,56,88,None,Safe,60.47,None,False,0.0,26.73,21.56,0.0,9.94,5.37,5.74,0.39,3.16,9.48,False,Low,Warehouse A,True,True,1.0,Resell
CON-102452,Tote,Plastic,5.14,41,111,Critical,Unsafe,76.87,None,True,32.6,20.57,0.0,0.95,6.28,3.62,2.08,0.1,5.34,16.03,True,High,Warehouse A,False,True,1.0,Recycle
CON-102453,Drum,Metal,26.61,24,16,High,Moderate Damage,74.31,None,True,59.98,23.45,95.72,12.77,11.65,4.69,7.45,0.53,58.54,175.63,True,Medium,Terminal E,True,True,1.0,Resell
CON-102454,Tote,Plastic,5.17,60,73,Medium,Minor Damage,61.81,None,True,9.31,19.03,10.16,1.05,6.29,1.12,2.09,0.1,5.38,16.14,True,Medium,Depot C,True,True,1.0,Resell
CON-102455,Crate,Metal,31.48,54,100,High,Moderate Damage,74.8,None,True,39.25,25.78,21.74,15.72,12.87,5.28,8.67,0.63,69.25,207.76,True,Medium,Depot C,True,True,1.0,Resell
CON-102456,Pallet,Wood,23.45,18,57,Medium,Minor Damage,82.2,None,True,9.58,15.87,38.58,0.0,10.86,3.31,6.66,0.47,3.75,11.26,False,Medium,Hub B,False,True,1.0,Resell
CON-102457,Crate,Metal,24.36,43,57,Low,Safe,80.26,Organic,False,3.74,20.66,39.57,11.86,11.09,5.92,6.89,0.49,53.6,160.81,True,Low,Warehouse A,True,False,1.0,Resell
CON-102458,Box,Cardboard,1.41,9,23,None,,79.44,None,False,0.0,7.63,13.23,0.1,5.35,3.17,1.15,0.03,0.56,1.69,True,Low,Depot C,True,False,1.0,Resell
CON-102459,Tote,Plastic,5.86,60,191,High,Unsafe,47.35,None,True,15.89,33.0,0.0,1.1,6.47,2.2,2.27,0.12,6.1,18.29,True,High,Depot C,True,True,1.0,Recycle
CON-102460,Drum,Metal,32.78,9,23,High,Moderate Damage,77.16,None,True,55.69,23.73,109.27,15.01,13.19,5.43,8.99,0.66,72.11,216.33,True,Medium,Depot C,True,True,0.65,Manual_Review
CON-102461,Drum,Plastic,6.62,5,6,Low,Minor Damage,70.19,Organic,False,5.72,23.07,116.99,1.42,6.65,3.79,2.45,0.13,6.88,20.64,True,Low,Facility D,True,True,1.0,Resell
CON-102462,Crate,Plastic,5.4,2,3,None,Safe,82.59,None,False,0.0,14.91,78.85,0.99,6.35,3.65,2.15,0.11,5.61,16.84,True,Low,Facility D,True,True,1.0,Resell
CON-102463,Crate,Wood,19.81,14,42,Low,Minor Damage,78.12,None,False,3.56,19.48,66.17,0.0,9.95,5.38,5.75,0.4,3.17,9.51,False,Low,Hub B,False,True,1.0,Resell
CON-102464,Box,Plastic,6.04,4,12,Medium,Minor Damage,77.07,Organic,True,3.49,6.89,13.91,1.18,6.51,1.22,2.31,0.12,6.28,18.85,True,Medium,Warehouse A,True,True,1.0,Dispose
CON-102465,Box,Plastic,5.16,2,4,Low,Minor Damage,96.64,None,False,0.83,3.15,13.58,1.04,6.29,3.62,2.09,0.1,5.37,16.1,True,Low,Depot C,True,True,1.0,Resell
CON-102466,Crate,Metal,28.96,3,2,High,Moderate Damage,97.34,None,True,37.74,12.6,74.62,15.29,12.24,4.98,8.04,0.58,63.72,191.15,True,Medium,Terminal E,False,True,1.0,Resell
CON-102467,Tote,Plastic,5.27,13,7,Low,Safe,74.77,None,False,2.31,10.48,36.73,1.01,6.32,3.63,2.12,0.11,5.49,16.46,True,Low,Warehouse A,False,True,0.88,Resell
CON-102468,Box,Cardboard,1.76,4,7,High,Unsafe,83.79,None,True,7.29,5.38,0.0,0.14,5.44,1.71,1.24,0.04,0.7,2.11,True,High,Depot C,True,True,1.0,Recycle
CON-102469,Tote,Plastic,5.53,3,4,Medium,Moderate Damage,93.92,None,True,7.72,7.31,36.54,1.06,6.38,1.16,2.18,0.11,5.75,17.25,True,Medium,Facility D,True,True,1.0,Resell
CON-102470,Crate,Wood,20.32,8,10,None,Safe,96.82,None,False,0.0,13.48,76.22,0.0,10.08,5.44,5.88,0.41,3.25,9.75,False,Low,Hub B,True,True,1.0,Resell
CON-102471,Crate,Plastic,5.15,32,100,High,Unsafe,60.13,None,True,37.51,27.98,0.0,0.97,6.29,2.12,2.09,0.1,5.36,16.07,True,High,Terminal E,True,True,1.0,Recycle
CON-102472,Drum,Plastic,5.42,3,5,Medium,Moderate Damage,82.09,Chemical,True,27.5,21.19,120.63,1.13,15.88,1.15,2.15,0.11,5.63,16.9,True,Medium,Depot C,True,True,1.0,Resell
CON-102473,Box,Cardboard,1.44,52,172,High,Unsafe,46.37,None,True,6.18,27.49,0.0,0.11,5.36,1.67,1.16,0.03,0.57,1.72,True,High,Facility D,True,False,1.0,Recycle
CON-102474,Tote,Plastic,5.32,31,20,Medium,Minor Damage,87.64,None,True,9.1,9.85,24.51,1.05,6.33,1.14,2.13,0.11,5.53,16.6,True,Medium,Depot C,True,False,1.0,Resell
CON-102475,Crate,Wood,23.89,29,62,Low,Minor Damage,74.39,None,False,3.97,22.04,44.94,0.0,10.97,5.87,6.77,0.48,3.82,11.47,False,Low,Terminal E,True,True,1.0,Resell
CON-102476,Drum,Plastic,5.75,38,39,Low,Minor Damage,65.2,None,False,5.13,27.12,70.28,1.05,6.44,3.69,2.24,0.11,5.98,17.93,True,Low,Hub B,True,True,1.0,Resell
CON-102477,Drum,Metal,25.69,25,79,Medium,Minor Damage,54.53,None,True,21.59,32.72,66.13,11.63,11.42,3.58,7.22,0.51,56.52,169.57,True,Medium,Depot C,False,False,1.0,Resell
CON-102478,Tote,Plastic,5.68,10,26,None,Safe,84.59,None,False,0.0,10.91,33.16,1.03,6.42,3.68,2.22,0.11,5.91,17.73,True,Low,Terminal E,True,True,1.0,Resell
CON-102479,Pallet,Plastic,6.37,3,7,,Safe,97.68,None,False,0.0,8.55,51.64,1.21,6.59,3.76,2.39,0.13,6.62,19.87,True,Low,Hub B,False,True,1.0,Resell
CON-102480,Tote,Plastic,5.84,60,126,Medium,Moderate Damage,48.83,None,True,9.01,26.28,6.28,1.06,6.46,1.2,2.26,0.12,6.07,18.22,True,Medium,Facility D,True,True,1.0,Resell
CON-102481,Drum,Metal,33.98,51,62,Low,Minor Damage,,None,False,5.47,26.2,39.97,17.3,13.49,7.08,9.29,0.68,74.75,224.26,True,Low,Facility D,True,True,1.0,Resell
CON-102482,Box,Plastic,5.37,59,153,Medium,Moderate Damage,63.81,None,True,2.83,22.98,1.43,1.07,6.34,1.14,2.14,0.11,5.59,16.76,True,Medium,Facility D,True,True,1.0,Resell
CON-102483,Crate,Metal,29.25,8,16,High,Unsafe,73.99,None,True,33.23,17.5,0.0,13.96,12.31,5.01,8.11,0.58,64.34,193.02,True,High,Facility D,True,True,1.0,Recycle
CON-102484,Crate,Wood,21.81,39,78,Critical,Unsafe,79.21,None,True,61.42,22.92,0.0,0.0,10.45,5.62,6.25,0.44,3.49,10.47,False,High,Terminal E,True,True,1.0,Dispose
CON-102485,Pallet,Wood,21.71,37,115,Medium,Minor Damage,73.32,Organic,True,8.1,23.0,20.25,0.0,10.43,3.11,6.23,0.43,3.47,10.42,False,Medium,Facility D,True,True,1.0,Resell
CON-102486,Box,Plastic,6.52,33,42,Low,Minor Damage,79.0,None,False,0.74,9.6,9.53,1.27,6.63,3.78,2.43,0.13,6.79,20.36,True,Low,Depot C,True,True,1.0,Resell
CON-102487,Box,Plastic,5.56,36,81,Low,Safe,66.5,None,False,0.72,15.38,7.73,1.18,6.39,3.67,2.19,0.11,5.78,17.34,True,Low,Depot C,True,True,1.0,Resell
CON-102488,Drum,Plastic,7.04,53,101,Low,Minor Damage,68.25,None,False,5.95,32.86,34.48,1.38,6.76,3.84,2.56,0.14,7.32,21.96,True,Low,Terminal E,True,True,0.77,Manual_Review
CON-102489,Crate,Metal,25.68,28,40,None,Safe,64.2,None,False,0.0,21.37,46.8,12.49,11.42,6.08,7.22,0.51,56.49,169.46,True,Low,Depot C,False,False,1.0,Resell
CON-102490,Drum,Metal,29.62,20,54,Critical,Unsafe,84.2,None,True,109.63,25.77,0.0,14.97,12.4,6.55,8.2,0.59,65.16,195.47,True,High,Warehouse A,False,False,1.0,Recycle
CON-102491,Tote,Plastic,6.68,15,36,Low,,69.25,None,False,1.65,14.21,29.72,1.42,6.67,3.8,2.47,0.13,6.95,20.84,True,Low,Hub B,True,True,1.0,Resell
CON-102492,Tote,Plastic,5.39,52,161,High,Unsafe,60.38,None,True,18.32,28.04,0.0,1.01,6.35,2.15,2.15,0.11,5.61,16.82,True,High,Terminal E,True,True,1.0,Recycle
CON-102493,Box,Cardboard,1.75,52,161,High,Unsafe,47.74,None,True,6.08,26.19,0.0,0.14,5.44,1.71,1.24,0.04,0.7,2.1,True,High,Depot C,False,True,1.0,Recycle
CON-102494,Crate,Plastic,5.17,26,21,Medium,Minor Damage,87.51,None,True,15.73,15.97,54.86,0.98,6.29,1.12,2.09,0.1,5.38,16.13,True,Medium,Facility D,True,True,1.0,Resell
CON-102495,Tote,Plastic,6.36,30,79,Critical,Unsafe,64.5,None,True,40.38,19.23,0.0,1.39,6.59,3.76,2.39,0.13,6.61,19.84,True,High,Terminal E,False,True,1.0,Recycle
CON-102496,Pallet,Plastic,6.51,48,101,Medium,Moderate Damage,77.75,None,True,11.69,20.94,16.39,1.26,6.63,1.28,2.43,0.13,6.77,20.3,True,Medium,Facility D,True,True,1.0,Resell
CON-102497,Box,Plastic,5.11,56,99,None,Safe,61.19,Organic,False,0.0,17.97,3.57,1.11,6.28,3.61,2.08,0.1,5.31,15.94,True,Low,Terminal E,True,True,1.0,Resell
CON-102498,Tote,Plastic,5.13,34,104,Low,Safe,64.64,None,False,1.75,21.7,18.4,1.02,6.28,3.62,2.08,0.1,5.33,16.0,True,Low,Terminal E,True,True,1.0,Recycle
CON-102499,Box,Cardboard,1.61,40,57,High,Moderate Damage,63.5,None,True,7.98,13.43,6.83,0.13,5.4,1.69,1.2,0.03,0.64,1.93,True,Medium,Warehouse A,True,True,1.0,Resell
CON-102500,Box,Cardboard,1.58,58,90,Low,Minor Damage,76.85,None,False,0.9,14.72,3.46,0.12,5.4,3.19,1.2,0.03,0.63,1.9,True,Low,Hub B,True,True,1.0,Resell
CON-102501,Drum,Metal,31.59,16,36,Medium,Moderate Damage,91.71,None,True,21.01,22.84,85.81,14.63,12.9,4.29,8.7,0.63,69.49,208.47,True,Medium,Hub B,True,True,1.0,Resell
CON-102502,Crate,Wood,17.88,42,83,High,Unsafe,55.07,None,True,36.39,27.04,0.0,0.0,9.47,3.65,5.27,0.36,2.86,8.58,False,High,Depot C,True,True,1.0,Dispose
CON-102503,Box,Cardboard,1.73,34,47,Medium,Moderate Damage,89.12,None,True,2.42,8.58,8.12,0.15,5.43,0.71,1.23,0.03,0.69,2.08,True,Medium,Terminal E,True,True,1.0,Resell
CON-102504,Tote,Plastic,4.86,17,22,None,Safe,67.76,None,False,0.0,13.04,29.57,0.88,6.21,3.58,2.01,0.1,5.05,15.16,True,Low,Terminal E,True,True,1.0,Resell
CON-102505,Pallet,Wood,21.42,45,115,Low,Safe,54.31,None,False,2.63,25.85,15.96,0.0,10.36,5.57,6.16,0.43,3.43,10.28,False,Low,Hub B,False,True,1.0,Resell
CON-102506,Drum,Metal,29.25,29,45,Low,Safe,80.87,None,False,7.02,25.37,71.57,14.01,12.31,6.51,8.11,0.59,64.35,193.06,True,Low,Warehouse A,True,True,1.0,Resell
CON-102507,Pallet,Wood,22.39,37,101,Low,Safe,61.58,None,False,2.71,23.36,20.03,0.0,10.6,5.69,6.4,0.45,3.58,10.75,False,Low,Hub B,True,True,1.0,Resell
CON-102508,Pallet,Plastic,6.79,15,36,None,Safe,79.7,None,False,0.0,14.14,38.69,1.46,6.7,3.82,2.5,0.14,7.06,21.19,True,Low,Terminal E,True,False,1.0,Resell
CON-102509,Drum,Plastic,5.25,46,145,High,Moderate Damage,46.06,Organic,True,56.24,40.59,30.62,0.95,6.31,2.13,2.11,0.11,5.46,16.39,True,Medium,Facility D,True,False,1.0,Resell
CON-102510,Crate,Metal,26.91,45,128,High,Unsafe,60.54,None,True,42.46,30.72,0.0,14.27,11.73,4.73,7.53,0.54,59.2,177.6,True,High,Warehouse A,True,True,1.0,Recycle
CON-102511,Pallet,Wood,16.27,60,157,Critical,Unsafe,50.66,None,True,46.19,30.6,0.0,0.0,9.07,4.95,4.87,0.33,2.6,7.81,False,High,Depot C,True,True,1.0,Dispose
CON-102512,Pallet,Plastic,5.44,17,19,High,Moderate Damage,73.74,None,True,25.15,13.34,40.1,1.11,6.36,2.15,2.16,0.11,5.66,16.98,True,Medium,Depot C,True,True,1.0,Resell
CON-102513,Box,Cardboard,1.48,10,9,None,Safe,86.26,None,False,0.0,5.21,13.23,0.11,5.37,3.18,1.17,0.03,0.59,1.77,True,Low,Facility D,True,False,1.0,Resell
CON-102514,Tote,Plastic,6.4,7,4,Medium,Minor Damage,93.55,None,True,7.1,7.37,38.73,1.16,6.6,1.27,2.4,0.13,6.66,19.98,True,Medium,Terminal E,True,True,1.0,Resell
CON-102515,Pallet,Plastic,6.03,56,99,Low,Minor Damage,52.25,None,False,2.28,24.56,13.03,1.18,6.51,3.72,2.31,0.12,6.28,18.83,True,Low,Facility D,True,True,1.0,Resell
CON-102516,Drum,Metal,26.9,18,52,,Minor Damage,82.99,None,True,27.07,25.75,89.56,13.05,11.72,3.73,7.52,0.54,59.17,177.51,True,Medium,Facility D,True,True,1.0,Resell
CON-102517,Pallet,Plastic,5.09,21,41,None,Safe,62.61,None,False,0.0,17.21,37.21,1.08,6.27,3.61,2.07,0.1,5.29,15.88,True,Low,Terminal E,True,True,1.0,Resell
CON-102518,Drum,Plastic,6.17,25,39,Low,Minor Damage,64.81,Chemical,False,6.69,27.18,79.16,1.11,16.35,3.74,2.34,0.12,6.41,19.24,True,Medium,Hub B,True,True,1.0,Resell
CON-102519,Tote,Plastic,6.57,34,43,Medium,Minor Damage,88.75,Organic,True,6.99,11.99,23.25,1.42,6.64,1.29,2.44,0.13,6.83,20.49,True,Medium,Depot C,True,True,1.0,Resell
CON-102520,Tote,Plastic,6.81,13,24,Medium,Minor Damage,88.3,None,True,6.54,10.15,32.2,1.25,6.7,1.32,2.5,0.14,7.09,21.26,True,Medium,Hub B,False,True,1.0,Resell
CON-102521,Drum,Metal,30.54,15,43,None,Safe,86.03,None,False,0.0,24.4,92.77,14.12,12.64,6.66,8.44,0.61,67.19,201.57,True,Low,Terminal E,True,True,1.0,Resell
CON-102522,Pallet,Wood,17.33,41,65,Medium,Minor Damage,65.51,None,True,11.78,19.17,23.8,0.0,9.33,2.58,5.13,0.35,2.77,8.32,False,Medium,Depot C,False,True,1.0,Resell
CON-102523,Drum,Plastic,5.28,4,13,Low,Minor Damage,81.25,None,False,7.2,22.11,105.63,1.01,6.32,3.63,2.12,0.11,5.49,16.46,True,Low,Facility D,False,True,1.0,Resell
CON-102524,Drum,Metal,27.73,26,46,None,Safe,79.48,None,False,0.0,25.68,74.78,14.04,11.93,6.33,7.73,0.55,61.0,183.01,True,Low,Facility D,True,False,1.0,Resell
CON-102525,Drum,Metal,34.55,48,75,Low,Safe,69.12,None,False,5.23,30.13,42.94,18.26,13.64,7.15,9.44,0.69,76.0,228.0,True,Low,Facility D,True,False,1.0,Resell
CON-102526,Drum,Metal,26.53,59,167,Low,Minor Damage,53.16,None,False,5.97,41.73,12.76,13.61,11.63,6.18,7.43,0.53,58.36,175.09,True,Low,Depot C,False,False,1.0,Resell
CON-102527,Pallet,Plastic,7.11,47,119,Medium,Moderate Damage,70.89,None,True,10.72,23.77,15.42,1.35,6.78,1.35,2.58,0.14,7.39,22.17,True,Medium,Depot C,False,True,1.0,Resell
CON-102528,Box,Plastic,6.24,48,79,Medium,Minor Damage,54.79,None,True,2.88,16.93,5.83,1.25,6.56,1.25,2.36,0.12,6.49,19.47,True,Medium,Terminal E,False,False,1.0,Resell
CON-102529,Tote,Plastic,5.45,17,39,,Minor Damage,65.52,None,False,2.14,15.07,31.61,1.16,6.36,3.65,2.16,0.11,5.67,17.01,True,Low,Terminal E,True,True,1.0,Resell
CON-102530,Crate,Plastic,6.72,15,37,High,Unsafe,91.19,Organic,True,36.58,17.02,0.0,1.4,6.68,2.31,2.48,0.13,6.99,20.97,True,High,Hub B,True,False,1.0,Recycle
CON-102531,Box,Cardboard,1.44,48,51,Medium,Moderate Damage,77.18,None,True,2.56,10.77,5.73,0.12,5.36,0.67,1.16,0.03,0.57,1.72,True,Medium,Hub B,False,True,1.0,Resell
CON-102532,Tote,Plastic,5.02,44,137,High,Moderate Damage,44.69,None,True,17.18,28.0,10.36,0.92,6.25,2.1,2.05,0.1,5.22,15.66,True,Medium,Depot C,True,True,0.56,Manual_Review
CON-102533,Tote,Plastic,5.67,14,10,Low,Safe,90.73,None,False,2.11,8.39,35.79,1.18,6.42,3.68,2.22,0.11,5.9,17.7,True,Low,Warehouse A,True,True,1.0,Resell
CON-102534,Pallet,Plastic,4.91,16,13,High,Unsafe,82.88,None,True,19.01,11.37,0.0,1.01,6.23,2.09,2.03,0.1,5.11,15.32,True,High,Terminal E,True,True,1.0,Recycle
CON-102535,Drum,Plastic,6.33,26,83,Medium,Minor Damage,83.17,None,True,20.21,28.83,62.07,1.29,6.58,1.26,2.38,0.13,6.58,19.74,True,Medium,Warehouse A,False,True,1.0,Resell
CON-102536,Pallet,Wood,23.51,55,78,Medium,Minor Damage,76.68,None,True,11.46,18.8,13.87,0.0,10.88,3.32,6.68,0.47,3.76,11.29,False,Medium,Facility D,True,True,1.0,Resell
CON-102537,Drum,Plastic,5.84,8,6,High,Moderate Damage,71.86,None,True,52.97,22.82,113.1,1.08,6.46,2.2,2.26,0.12,6.08,18.24,True,Medium,Hub B,True,True,1.0,Resell
CON-102538,Tote,Plastic,6.38,47,124,High,Moderate Damage,49.37,None,True,19.64,25.99,11.38,1.22,6.59,2.27,2.39,0.13,6.63,19.89,True,Medium,Terminal E,True,True,1.0,Resell
CON-102539,Drum,Metal,24.3,56,128,Medium,Minor Damage,69.06,None,True,24.45,35.44,22.95,11.27,11.08,3.42,6.88,0.49,53.46,160.38,True,Medium,Depot C,True,True,1.0,Resell
CON-102540,Box,Cardboard,1.25,8,6,None,Safe,81.88,None,False,0.0,5.57,14.23,0.09,5.31,3.15,1.11,0.03,0.5,1.5,True,Low,Hub B,True,True,1.0,Resell
CON-102541,Box,Plastic,5.87,8,6,Medium,Moderate Damage,69.18,None,True,3.4,7.47,13.53,1.18,6.47,1.2,2.27,0.12,6.11,18.32,True,Medium,Hub B,True,True,1.0,Resell
CON-102542,Tote,Plastic,6.9,49,49,None,Safe,83.18,None,False,0.0,13.42,14.88,1.29,6.72,3.83,2.52,0.14,7.18,21.53,True,Low,Terminal E,True,True,1.0,Resell
